,date,tic,open,high,low,close,adjcp,Volume
792,2003-03-03,DJI,7890.240234375,7981.4599609375,7822.72998046875,7837.85986328125,7837.85986328125,216370000
793,2003-03-04,DJI,7838.14013671875,7845.7099609375,7704.31005859375,7704.8701171875,7704.8701171875,219770000
794,2003-03-05,DJI,7702.35009765625,7775.60009765625,7661.31982421875,7775.60009765625,7775.60009765625,237140000
795,2003-03-06,DJI,7774.759765625,7777.419921875,7659.08984375,7673.990234375,7673.990234375,231760000
796,2003-03-07,DJI,7671.75,7743.81982421875,7562.64990234375,7740.02978515625,7740.02978515625,310190000
797,2003-03-10,DJI,7739.39990234375,7739.47021484375,7559.64013671875,7568.18017578125,7568.18017578125,215960000
798,2003-03-11,DJI,7568.52978515625,7642.41015625,7520.6298828125,7524.06005859375,7524.06005859375,227470000
799,2003-03-12,DJI,7517.759765625,7552.06982421875,7416.64013671875,7552.06982421875,7552.06982421875,286350000
800,2003-03-13,DJI,7555.2900390625,7824.33984375,7555.2900390625,7821.75,7821.75,346650000
801,2003-03-14,DJI,7822.169921875,7931.6298828125,7799.47998046875,7859.7099609375,7859.7099609375,301760000
802,2003-03-17,DJI,7857.9599609375,8145.83984375,7779.72998046875,8141.919921875,8141.919921875,356750000
803,2003-03-18,DJI,8142.68994140625,8209.3603515625,8096.1201171875,8194.23046875,8194.23046875,302750000
804,2003-03-19,DJI,8193.0400390625,8277.6396484375,8141.5,8265.4501953125,8265.4501953125,277110000
805,2003-03-20,DJI,8264.6796875,8318.8095703125,8130.85986328125,8286.599609375,8286.599609375,266450000
806,2003-03-21,DJI,8290.3798828125,8522.1796875,8290.3798828125,8521.9697265625,8521.9697265625,360490000
807,2003-03-24,DJI,8514.8203125,8514.8203125,8185.2001953125,8214.6796875,8214.6796875,259460000
808,2003-03-25,DJI,8216.849609375,8337.7197265625,8180.72021484375,8280.23046875,8280.23046875,258050000
809,2003-03-26,DJI,8279.8798828125,8284.990234375,8187.72998046875,8229.8798828125,8229.8798828125,227160000
810,2003-03-27,DJI,8226.3896484375,8251.7998046875,8104.0498046875,8201.4501953125,8201.4501953125,225400000
811,2003-03-28,DJI,8198.849609375,8205.08984375,8105.7900390625,8145.77001953125,8145.77001953125,187980000
812,2003-03-31,DJI,8142.830078125,8142.830078125,7929.31005859375,7992.1298828125,7992.1298828125,301270000
813,2003-04-01,DJI,7992.830078125,8100.52978515625,7979.68994140625,8069.85986328125,8069.85986328125,263590000
814,2003-04-02,DJI,8069.85986328125,8316.580078125,8069.85986328125,8285.0595703125,8285.0595703125,289360000
815,2003-04-03,DJI,8285.759765625,8335.6201171875,8237.5400390625,8240.3798828125,8240.3798828125,258180000
816,2003-04-04,DJI,8240.58984375,8305.8603515625,8215.099609375,8277.150390625,8277.150390625,246900000
817,2003-04-07,DJI,8284.150390625,8520.2099609375,8284.150390625,8300.41015625,8300.41015625,285610000
818,2003-04-08,DJI,8299.1201171875,8342.830078125,8260.48046875,8298.919921875,8298.919921875,229810000
819,2003-04-09,DJI,8299.2802734375,8388.330078125,8195.1396484375,8197.9404296875,8197.9404296875,261020000
820,2003-04-10,DJI,8198.990234375,8225.0400390625,8145.8701171875,8221.330078125,8221.330078125,206280000
821,2003-04-11,DJI,8223.2197265625,8337.580078125,8179.8798828125,8203.41015625,8203.41015625,214360000
822,2003-04-14,DJI,8203.9697265625,8351.9404296875,8201.5498046875,8351.099609375,8351.099609375,199690000
823,2003-04-15,DJI,8347.66015625,8402.4296875,8307.5400390625,8402.3603515625,8402.3603515625,255820000
824,2003-04-16,DJI,8405.7197265625,8446.4697265625,8233.73046875,8257.6103515625,8257.6103515625,303520000
825,2003-04-17,DJI,8255.7900390625,8347.4501953125,8235.41015625,8337.650390625,8337.650390625,246320000
826,2003-04-21,DJI,8336.669921875,8397.9501953125,8301.9404296875,8328.900390625,8328.900390625,175900000
827,2003-04-22,DJI,8326.3798828125,8487.509765625,8263.98046875,8484.990234375,8484.990234375,250980000
828,2003-04-23,DJI,8484.919921875,8526.3798828125,8451.4501953125,8515.66015625,8515.66015625,271240000
829,2003-04-24,DJI,8512.4404296875,8512.4404296875,8395.7001953125,8440.0400390625,8440.0400390625,239460000
830,2003-04-25,DJI,8438.98046875,8439.330078125,8288.490234375,8306.349609375,8306.349609375,226270000
831,2003-04-28,DJI,8306.83984375,8501.66015625,8305.0302734375,8471.6103515625,8471.6103515625,214870000
832,2003-04-29,DJI,8472.8798828125,8559.76953125,8442.33984375,8502.990234375,8502.990234375,236500000
833,2003-04-30,DJI,8501.3798828125,8528.75,8432.1201171875,8480.08984375,8480.08984375,252910000
834,2003-05-01,DJI,8478.48046875,8488.349609375,8340.23046875,8454.25,8454.25,198580000
835,2003-05-02,DJI,8453.48046875,8593.25,8409.2900390625,8582.6796875,8582.6796875,216790000
836,2003-05-05,DJI,8583.169921875,8601.9404296875,8511.1103515625,8531.5703125,8531.5703125,200340000
837,2003-05-06,DJI,8531.2802734375,8641.2197265625,8525.75,8588.3603515625,8588.3603515625,225340000
838,2003-05-07,DJI,8585.419921875,8635.0595703125,8529.0400390625,8560.6298828125,8560.6298828125,210880000
839,2003-05-08,DJI,8558.669921875,8575.1103515625,8477.3603515625,8491.2197265625,8491.2197265625,192890000
840,2003-05-09,DJI,8492.6904296875,8612.7900390625,8492.6904296875,8604.599609375,8604.599609375,19950000
841,2003-05-12,DJI,8603.900390625,8743.4697265625,8569.4404296875,8726.73046875,8726.73046875,224780000
842,2003-05-13,DJI,8722.8798828125,8723.2900390625,8647.599609375,8679.25,8679.25,194040000
843,2003-05-14,DJI,8673.2900390625,8728.41015625,8608.3095703125,8647.8203125,8647.8203125,202190000
844,2003-05-15,DJI,8649.2197265625,8727.7802734375,8643.1103515625,8713.1396484375,8713.1396484375,213370000
845,2003-05-16,DJI,8710.3603515625,8742.580078125,8644.8203125,8678.9697265625,8678.9697265625,244540000
846,2003-05-19,DJI,8676.51953125,8676.58984375,8483.3095703125,8493.3896484375,8493.3896484375,220770000
847,2003-05-20,DJI,8494.08984375,8550.259765625,8416.7197265625,8491.3603515625,8491.3603515625,263620000
848,2003-05-21,DJI,8485.6201171875,8523.16015625,8431.2099609375,8516.4296875,8516.4296875,316410000
849,2003-05-22,DJI,8516.990234375,8628.1396484375,8509.2197265625,8594.01953125,8594.01953125,278820000
850,2003-05-23,DJI,8594.01953125,8625.8203125,8541.5703125,8601.3798828125,8601.3798828125,197850000
851,2003-05-27,DJI,8600.5400390625,8792.4404296875,8540.58984375,8781.349609375,8781.349609375,266320000
852,2003-05-28,DJI,8781.83984375,8854.5302734375,8773.9296875,8793.1201171875,8793.1201171875,265520000
853,2003-05-29,DJI,8787.23046875,8862.580078125,8679.599609375,8711.1796875,8711.1796875,286300000
854,2003-05-30,DJI,8711.4599609375,8868.330078125,8711.3896484375,8850.259765625,8850.259765625,246980000
855,2003-06-02,DJI,8851.4501953125,9003.26953125,8851.4501953125,8897.8095703125,8897.8095703125,261750000
856,2003-06-03,DJI,8898.23046875,8940.3798828125,8861.3203125,8922.9501953125,8922.9501953125,222930000
857,2003-06-04,DJI,8919.9404296875,9057.400390625,8909.009765625,9038.98046875,9038.98046875,253390000
858,2003-06-05,DJI,9036.669921875,9045.150390625,8969.240234375,9041.2998046875,9041.2998046875,300130000
859,2003-06-06,DJI,9045.5703125,9215.8798828125,9045.5703125,9062.7900390625,9062.7900390625,348170000
860,2003-06-09,DJI,9061.1796875,9066.4501953125,8945.58984375,8980.0,8980.0,210890000
861,2003-06-10,DJI,8980.7900390625,9059.2900390625,8980.650390625,9054.8896484375,9054.8896484375,211700000
862,2003-06-11,DJI,9048.849609375,9183.2197265625,9038.0703125,9183.2197265625,9183.2197265625,217720000
863,2003-06-12,DJI,9184.2900390625,9236.1103515625,9116.8603515625,9196.5498046875,9196.5498046875,215420000
864,2003-06-13,DJI,9197.8798828125,9222.669921875,9074.080078125,9117.1201171875,9117.1201171875,189390000
865,2003-06-16,DJI,9117.5595703125,9318.9599609375,9117.5595703125,9318.9599609375,9318.9599609375,209150000
866,2003-06-17,DJI,9319.66015625,9352.76953125,9268.9599609375,9323.01953125,9323.01953125,266920000
867,2003-06-18,DJI,9322.669921875,9333.66015625,9232.0498046875,9293.7998046875,9293.7998046875,259520000
868,2003-06-19,DJI,9293.7998046875,9313.2900390625,9154.740234375,9179.5302734375,9179.5302734375,234810000
869,2003-06-20,DJI,9180.9296875,9276.509765625,9180.9296875,9200.75,9200.75,338410000
870,2003-06-23,DJI,9199.490234375,9199.7001953125,9038.2900390625,9072.9501953125,9072.9501953125,197010000
871,2003-06-24,DJI,9071.48046875,9140.8095703125,9057.8896484375,9109.849609375,9109.849609375,205210000
872,2003-06-25,DJI,9109.5703125,9161.740234375,9000.6796875,9011.5302734375,9011.5302734375,217660000
873,2003-06-26,DJI,9011.0595703125,9092.2099609375,8987.16015625,9079.0400390625,9079.0400390625,190510000
874,2003-06-27,DJI,9079.740234375,9105.509765625,8970.2802734375,8989.0498046875,8989.0498046875,213230000
875,2003-06-30,DJI,8990.740234375,9068.0498046875,8970.4296875,8985.4404296875,8985.4404296875,223930000
876,2003-07-01,DJI,8983.66015625,9050.8203125,8871.2001953125,9040.9501953125,9040.9501953125,230460000
877,2003-07-02,DJI,9043.5400390625,9148.2998046875,9043.5400390625,9142.83984375,9142.83984375,253550000
878,2003-07-03,DJI,9141.16015625,9149.6298828125,9035.33984375,9070.2099609375,9070.2099609375,132100000
879,2003-07-07,DJI,9073.919921875,9261.1201171875,9073.919921875,9216.7900390625,9216.7900390625,235220000
880,2003-07-08,DJI,9213.48046875,9236.3896484375,9162.9404296875,9223.08984375,9223.08984375,225570000
881,2003-07-09,DJI,9221.900390625,9229.1103515625,9108.240234375,9156.2099609375,9156.2099609375,273640000
882,2003-07-10,DJI,9154.5302734375,9154.5302734375,8996.759765625,9036.0400390625,9036.0400390625,213540000
883,2003-07-11,DJI,9036.3896484375,9146.48046875,9035.51953125,9119.58984375,9119.58984375,192970000
884,2003-07-14,DJI,9126.4501953125,9278.41015625,9126.4501953125,9177.150390625,9177.150390625,250150000
885,2003-07-15,DJI,9179.1796875,9238.009765625,9091.2998046875,9128.9697265625,9128.9697265625,271370000
886,2003-07-16,DJI,9133.7001953125,9153.419921875,9042.1904296875,9094.58984375,9094.58984375,279140000
887,2003-07-17,DJI,9089.33984375,9113.5703125,9017.83984375,9050.8203125,9050.8203125,245390000
888,2003-07-18,DJI,9052.2900390625,9188.150390625,9052.2900390625,9188.150390625,9188.150390625,229880000
889,2003-07-21,DJI,9187.7998046875,9187.7998046875,9075.1904296875,9096.6904296875,9096.6904296875,204350000
890,2003-07-22,DJI,9098.650390625,9174.419921875,9037.2998046875,9158.4501953125,9158.4501953125,217580000
891,2003-07-23,DJI,9159.080078125,9203.48046875,9102.2802734375,9194.240234375,9194.240234375,190150000
892,2003-07-24,DJI,9196.5595703125,9281.419921875,9106.419921875,9112.509765625,9112.509765625,210790000
893,2003-07-25,DJI,9113.849609375,9284.5703125,9085.1298828125,9284.5703125,9284.5703125,201620000
894,2003-07-28,DJI,9284.919921875,9303.830078125,9234.5,9266.509765625,9266.509765625,205610000
895,2003-07-29,DJI,9268.1904296875,9289.6904296875,9168.259765625,9204.4599609375,9204.4599609375,227410000
896,2003-07-30,DJI,9204.3896484375,9236.5400390625,9164.9697265625,9200.0498046875,9200.0498046875,176990000
897,2003-07-31,DJI,9199.349609375,9361.400390625,9199.2802734375,9233.7998046875,9233.7998046875,243910000
898,2003-08-01,DJI,9232.6796875,9234.2197265625,9138.2900390625,9153.9697265625,9153.9697265625,212650000
899,2003-08-04,DJI,9154.1796875,9209.150390625,9048.580078125,9186.0400390625,9186.0400390625,195740000
900,2003-08-05,DJI,9185.26953125,9187.73046875,9034.5703125,9036.3203125,9036.3203125,198620000
901,2003-08-06,DJI,9032.9599609375,9134.5703125,8997.1103515625,9061.740234375,9061.740234375,214380000
902,2003-08-07,DJI,9060.48046875,9135.0,9031.1396484375,9126.4501953125,9126.4501953125,191330000
903,2003-08-08,DJI,9127.3603515625,9191.3701171875,9127.3603515625,9191.08984375,9191.08984375,171640000
904,2003-08-11,DJI,9189.6201171875,9251.58984375,9146.6201171875,9217.349609375,9217.349609375,145460000
905,2003-08-12,DJI,9218.1201171875,9310.26953125,9208.7998046875,9310.0595703125,9310.0595703125,167710000
906,2003-08-13,DJI,9303.6904296875,9322.1103515625,9233.9404296875,9271.759765625,9271.759765625,165850000
907,2003-08-14,DJI,9272.25,9334.5703125,9218.8203125,9310.5595703125,9310.5595703125,168170000
908,2003-08-15,DJI,9308.51953125,9337.169921875,9281.5,9321.6904296875,9321.6904296875,104780000
909,2003-08-18,DJI,9320.66015625,9419.3798828125,9320.58984375,9412.4501953125,9412.4501953125,185580000
910,2003-08-19,DJI,9412.169921875,9445.080078125,9351.73046875,9428.900390625,9428.900390625,214810000
911,2003-08-20,DJI,9420.1298828125,9423.259765625,9364.0302734375,9397.509765625,9397.509765625,244570000
912,2003-08-21,DJI,9399.9599609375,9481.4404296875,9391.8896484375,9423.6796875,9423.6796875,221730000
913,2003-08-22,DJI,9436.0400390625,9499.9697265625,9345.8603515625,9348.8701171875,9348.8701171875,250780000
914,2003-08-25,DJI,9349.4404296875,9350.76953125,9280.9404296875,9317.6396484375,9317.6396484375,148680000
915,2003-08-26,DJI,9316.0302734375,9353.8603515625,9233.080078125,9340.4501953125,9340.4501953125,190330000
916,2003-08-27,DJI,9339.8203125,9346.98046875,9306.490234375,9333.7900390625,9333.7900390625,147560000
917,2003-08-28,DJI,9334.349609375,9392.58984375,9261.5703125,9374.2099609375,9374.2099609375,163340000
918,2003-08-29,DJI,9373.330078125,9421.23046875,9350.0703125,9415.8203125,9415.8203125,150050000
919,2003-09-02,DJI,9416.669921875,9535.9697265625,9389.580078125,9523.26953125,9523.26953125,226800000
920,2003-09-03,DJI,9521.8603515625,9597.3798828125,9514.490234375,9568.4599609375,9568.4599609375,260220000
921,2003-09-04,DJI,9569.08984375,9609.08984375,9541.7197265625,9587.900390625,9587.900390625,203050000
922,2003-09-05,DJI,9589.51953125,9589.51953125,9461.3701171875,9503.33984375,9503.33984375,201900000
923,2003-09-08,DJI,9503.41015625,9599.33984375,9503.41015625,9586.2900390625,9586.2900390625,174430000
924,2003-09-09,DJI,9584.919921875,9584.9501953125,9490.83984375,9507.2001953125,9507.2001953125,190790000
925,2003-09-10,DJI,9504.8798828125,9504.9501953125,9400.3798828125,9420.4599609375,9420.4599609375,206080000
926,2003-09-11,DJI,9415.0498046875,9502.83984375,9410.419921875,9459.759765625,9459.759765625,181230000
927,2003-09-12,DJI,9456.8798828125,9488.3203125,9380.9501953125,9471.5498046875,9471.5498046875,183360000
928,2003-09-15,DJI,9471.1904296875,9490.91015625,9436.599609375,9448.8095703125,9448.8095703125,171610000
929,2003-09-16,DJI,9449.16015625,9571.1298828125,9449.16015625,9567.33984375,9567.33984375,196800000
930,2003-09-17,DJI,9566.080078125,9594.4296875,9536.8095703125,9545.650390625,9545.650390625,203820000
931,2003-09-18,DJI,9544.0400390625,9662.83984375,9538.2802734375,9659.1298828125,9659.1298828125,223390000
932,2003-09-19,DJI,9661.7998046875,9686.080078125,9610.150390625,9644.8203125,9644.8203125,261600000
933,2003-09-22,DJI,9641.7998046875,9641.8701171875,9501.7197265625,9535.41015625,9535.41015625,191540000
934,2003-09-23,DJI,9535.759765625,9583.48046875,9511.41015625,9576.0400390625,9576.0400390625,186460000
935,2003-09-24,DJI,9575.9697265625,9592.669921875,9423.5400390625,9425.509765625,9425.509765625,233670000
936,2003-09-25,DJI,9425.580078125,9458.490234375,9342.98046875,9343.9599609375,9343.9599609375,223450000
937,2003-09-26,DJI,9342.4296875,9358.2802734375,9303.8203125,9313.080078125,9313.080078125,227350000
938,2003-09-29,DJI,9314.419921875,9395.3203125,9293.2197265625,9380.240234375,9380.240234375,204810000
939,2003-09-30,DJI,9378.099609375,9378.099609375,9230.4697265625,9275.0595703125,9275.0595703125,233100000
940,2003-10-01,DJI,9276.7998046875,9472.759765625,9276.7998046875,9469.2001953125,9469.2001953125,283380000
941,2003-10-02,DJI,9464.759765625,9511.0595703125,9427.650390625,9487.7998046875,9487.7998046875,173820000
942,2003-10-03,DJI,9492.5400390625,9666.5302734375,9492.5400390625,9572.3095703125,9572.3095703125,248430000
943,2003-10-06,DJI,9572.3896484375,9624.91015625,9562.5302734375,9594.98046875,9594.98046875,130430000
944,2003-10-07,DJI,9593.2802734375,9654.6103515625,9536.01953125,9654.6103515625,9654.6103515625,196530000
945,2003-10-08,DJI,9653.330078125,9672.01953125,9595.2802734375,9630.900390625,9630.900390625,183620000
946,2003-10-09,DJI,9633.349609375,9768.6904296875,9633.2001953125,9680.009765625,9680.009765625,254740000
947,2003-10-10,DJI,9682.900390625,9712.240234375,9656.5302734375,9674.6796875,9674.6796875,181510000
948,2003-10-13,DJI,9675.7197265625,9783.490234375,9675.5703125,9764.3798828125,9764.3798828125,166220000
949,2003-10-14,DJI,9763.26953125,9812.98046875,9732.3095703125,9812.98046875,9812.98046875,182210000
950,2003-10-15,DJI,9824.08984375,9850.009765625,9764.4599609375,9803.0498046875,9803.0498046875,245140000
951,2003-10-16,DJI,9798.6796875,9823.419921875,9730.3798828125,9791.7197265625,9791.7197265625,209300000
952,2003-10-17,DJI,9791.8603515625,9815.7900390625,9701.7197265625,9721.7900390625,9721.7900390625,191120000
953,2003-10-20,DJI,9721.5,9777.9404296875,9705.5703125,9777.9404296875,9777.9404296875,173840000
954,2003-10-21,DJI,9778.3095703125,9784.3095703125,9736.6796875,9747.6396484375,9747.6396484375,207690000
955,2003-10-22,DJI,9741.98046875,9742.0498046875,9580.240234375,9598.240234375,9598.240234375,226890000
956,2003-10-23,DJI,9597.2001953125,9622.16015625,9551.73046875,9613.1298828125,9613.1298828125,198250000
957,2003-10-24,DJI,9600.98046875,9600.98046875,9497.7197265625,9582.4599609375,9582.4599609375,297430000
958,2003-10-27,DJI,9584.5400390625,9663.7900390625,9584.5400390625,9608.16015625,9608.16015625,193710000
959,2003-10-28,DJI,9609.7197265625,9749.9404296875,9609.7197265625,9748.3095703125,9748.3095703125,232950000
960,2003-10-29,DJI,9747.0498046875,9787.26953125,9724.6796875,9774.5302734375,9774.5302734375,224900000
961,2003-10-30,DJI,9772.009765625,9838.759765625,9754.009765625,9786.6103515625,9786.6103515625,239250000
962,2003-10-31,DJI,9786.75,9839.8603515625,9786.75,9801.1201171875,9801.1201171875,199610000
963,2003-11-03,DJI,9802.4599609375,9896.16015625,9802.3798828125,9858.4599609375,9858.4599609375,190630000
964,2003-11-04,DJI,9857.490234375,9874.830078125,9819.8603515625,9838.830078125,9838.830078125,197300000
965,2003-11-05,DJI,9837.6396484375,9859.33984375,9778.3095703125,9820.830078125,9820.830078125,178470000
966,2003-11-06,DJI,9820.6796875,9870.599609375,9773.1201171875,9856.9697265625,9856.9697265625,183020000
967,2003-11-07,DJI,9857.1201171875,9903.5703125,9798.6103515625,9809.7900390625,9809.7900390625,199350000
968,2003-11-10,DJI,9807.490234375,9824.3798828125,9736.900390625,9756.5302734375,9756.5302734375,172460000
969,2003-11-11,DJI,9756.5302734375,9761.2001953125,9719.0498046875,9737.7900390625,9737.7900390625,162750000
970,2003-11-12,DJI,9729.5,9859.33984375,9729.419921875,9848.830078125,9848.830078125,188850000
971,2003-11-13,DJI,9846.9697265625,9852.900390625,9792.009765625,9837.9404296875,9837.9404296875,205640000
972,2003-11-14,DJI,9836.4599609375,9892.9697265625,9737.7900390625,9768.6796875,9768.6796875,222160000
973,2003-11-17,DJI,9765.6396484375,9765.6396484375,9629.8701171875,9710.830078125,9710.830078125,204910000
974,2003-11-18,DJI,9711.4404296875,9750.4599609375,9622.3896484375,9624.16015625,9624.16015625,229300000
975,2003-11-19,DJI,9620.6796875,9707.6396484375,9614.240234375,9690.4599609375,9690.4599609375,192500000
976,2003-11-20,DJI,9688.4599609375,9726.08984375,9613.7197265625,9619.419921875,9619.419921875,205970000
977,2003-11-21,DJI,9622.01953125,9650.3095703125,9585.5,9628.5302734375,9628.5302734375,209010000
978,2003-11-24,DJI,9629.8701171875,9749.349609375,9629.8701171875,9747.7900390625,9747.7900390625,192330000
979,2003-11-25,DJI,9748.6796875,9795.2099609375,9723.7900390625,9763.9404296875,9763.9404296875,172500000
980,2003-11-26,DJI,9763.490234375,9794.6796875,9706.009765625,9779.5703125,9779.5703125,162210000
981,2003-11-28,DJI,9779.7197265625,9804.98046875,9764.830078125,9782.4599609375,9782.4599609375,79160000
982,2003-12-01,DJI,9785.349609375,9902.23046875,9785.349609375,9899.0498046875,9899.0498046875,227650000
983,2003-12-02,DJI,9899.6396484375,9900.4501953125,9837.26953125,9853.6396484375,9853.6396484375,257640000
984,2003-12-03,DJI,9851.9404296875,9942.009765625,9851.419921875,9873.419921875,9873.419921875,222570000
985,2003-12-04,DJI,9874.830078125,9933.8603515625,9865.7802734375,9930.8203125,9930.8203125,267840000
986,2003-12-05,DJI,9923.26953125,9923.419921875,9846.3095703125,9862.6796875,9862.6796875,201640000
987,2003-12-08,DJI,9862.009765625,9970.16015625,9859.5703125,9965.26953125,9965.26953125,192730000
988,2003-12-09,DJI,9966.4501953125,10003.1201171875,9916.900390625,9923.419921875,9923.419921875,231390000
989,2003-12-10,DJI,9922.3798828125,9958.3798828125,9882.3798828125,9921.8603515625,9921.8603515625,220980000
990,2003-12-11,DJI,9922.4501953125,10026.5302734375,9920.9697265625,10008.16015625,10008.16015625,208630000
991,2003-12-12,DJI,10008.75,10052.0703125,9976.7900390625,10042.16015625,10042.16015625,176900000
992,2003-12-15,DJI,10046.5302734375,10139.6298828125,10021.6396484375,10022.8203125,10022.8203125,247020000
993,2003-12-16,DJI,10023.33984375,10137.6298828125,10023.33984375,10129.5595703125,10129.5595703125,233730000
994,2003-12-17,DJI,10128.75,10146.3798828125,10094.75,10145.259765625,10145.259765625,179180000
995,2003-12-18,DJI,10141.41015625,10254.080078125,10137.33984375,10248.080078125,10248.080078125,218010000
996,2003-12-19,DJI,10249.48046875,10293.1904296875,10230.080078125,10278.2197265625,10278.2197265625,279780000
997,2003-12-22,DJI,10276.48046875,10338.0,10255.259765625,10338.0,10338.0,165730000
998,2003-12-23,DJI,10337.5595703125,10375.9296875,10296.150390625,10341.259765625,10341.259765625,151090000
999,2003-12-24,DJI,10341.41015625,10341.48046875,10305.1201171875,10305.1904296875,10305.1904296875,86180000
1000,2003-12-26,DJI,10305.849609375,10343.0400390625,10304.8203125,10324.669921875,10324.669921875,49520000
1001,2003-12-29,DJI,10321.349609375,10450.0,10321.349609375,10450.0,10450.0,156400000
1002,2003-12-30,DJI,10449.7001953125,10456.0703125,10405.849609375,10425.0400390625,10425.0400390625,132800000
1003,2003-12-31,DJI,10426.2998046875,10462.4404296875,10407.0400390625,10453.919921875,10453.919921875,138670000
1004,2004-01-02,DJI,10452.740234375,10527.0302734375,10384.2998046875,10409.849609375,10409.849609375,168890000
1005,2004-01-05,DJI,10411.849609375,10544.0703125,10411.849609375,10544.0703125,10544.0703125,221290000
1006,2004-01-06,DJI,10543.849609375,10549.1796875,10499.849609375,10538.66015625,10538.66015625,191460000
1007,2004-01-07,DJI,10535.4599609375,10539.4599609375,10466.2900390625,10529.0302734375,10529.0302734375,225490000
1008,2004-01-08,DJI,10530.0703125,10592.58984375,10530.0703125,10592.4404296875,10592.4404296875,237770000
1009,2004-01-09,DJI,10589.25,10589.25,10448.669921875,10458.8896484375,10458.8896484375,223250000
1010,2004-01-12,DJI,10461.5498046875,10491.6298828125,10444.150390625,10485.1796875,10485.1796875,197960000
1011,2004-01-13,DJI,10485.1796875,10509.849609375,10367.41015625,10427.1796875,10427.1796875,197310000
1012,2004-01-14,DJI,10428.669921875,10548.509765625,10428.669921875,10538.3701171875,10538.3701171875,186280000
1013,2004-01-15,DJI,10534.51953125,10592.740234375,10477.1796875,10553.849609375,10553.849609375,260090000
1014,2004-01-16,DJI,10556.3701171875,10600.740234375,10542.51953125,10600.509765625,10600.509765625,254170000
1015,2004-01-20,DJI,10601.400390625,10616.9599609375,10519.490234375,10528.66015625,10528.66015625,224300000
1016,2004-01-21,DJI,10522.76953125,10643.5498046875,10490.9599609375,10623.6201171875,10623.6201171875,214920000
1017,2004-01-22,DJI,10624.2197265625,10660.8798828125,10607.400390625,10623.1796875,10623.1796875,219720000
1018,2004-01-23,DJI,10625.25,10643.48046875,10523.849609375,10568.2900390625,10568.2900390625,234260000
1019,2004-01-26,DJI,10568.0,10705.1796875,10561.849609375,10702.509765625,10702.509765625,186170000
1020,2004-01-27,DJI,10701.099609375,10701.76953125,10609.919921875,10609.919921875,10609.919921875,206560000
1021,2004-01-28,DJI,10610.0703125,10658.4296875,10437.7802734375,10468.3701171875,10468.3701171875,247660000
1022,2004-01-29,DJI,10467.41015625,10522.58984375,10417.849609375,10510.2900390625,10510.2900390625,273970000
1023,2004-01-30,DJI,10510.2197265625,10510.8095703125,10438.9599609375,10488.0703125,10488.0703125,208990000
1024,2004-02-02,DJI,10487.7802734375,10568.9599609375,10434.669921875,10499.1796875,10499.1796875,224800000
1025,2004-02-03,DJI,10499.48046875,10528.9599609375,10457.1103515625,10505.1796875,10505.1796875,183810000
1026,2004-02-04,DJI,10503.1103515625,10524.2197265625,10447.1796875,10470.740234375,10470.740234375,227760000
1027,2004-02-05,DJI,10469.330078125,10522.51953125,10453.5498046875,10495.5498046875,10495.5498046875,187810000
1028,2004-02-06,DJI,10494.8896484375,10593.400390625,10464.51953125,10593.0302734375,10593.0302734375,182880000
1029,2004-02-09,DJI,10592.0,10618.509765625,10564.4404296875,10579.0302734375,10579.0302734375,160720000
1030,2004-02-10,DJI,10578.740234375,10626.66015625,10559.259765625,10613.849609375,10613.849609375,160590000
1031,2004-02-11,DJI,10605.48046875,10746.8798828125,10572.58984375,10737.7001953125,10737.7001953125,277850000
1032,2004-02-12,DJI,10735.1796875,10735.2900390625,10688.3603515625,10694.0703125,10694.0703125,197560000
1033,2004-02-13,DJI,10696.2197265625,10734.6904296875,10604.1396484375,10627.849609375,10627.849609375,244990000
1034,2004-02-17,DJI,10628.8798828125,10735.25,10628.740234375,10714.8798828125,10714.8798828125,169730000
1035,2004-02-18,DJI,10706.6796875,10720.509765625,10646.9599609375,10671.990234375,10671.990234375,164370000
1036,2004-02-19,DJI,10674.58984375,10753.6298828125,10656.58984375,10664.73046875,10664.73046875,219890000
1037,2004-02-20,DJI,10666.2900390625,10688.2197265625,10580.66015625,10619.0302734375,10619.0302734375,220560000
1038,2004-02-23,DJI,10619.5498046875,10644.9599609375,10560.4404296875,10609.6201171875,10609.6201171875,229950000
1039,2004-02-24,DJI,10609.5498046875,10637.1103515625,10521.7001953125,10566.3701171875,10566.3701171875,225670000
1040,2004-02-25,DJI,10566.58984375,10615.5595703125,10560.0703125,10601.6201171875,10601.6201171875,192420000
1041,2004-02-26,DJI,10598.1396484375,10612.1396484375,10539.330078125,10580.1396484375,10580.1396484375,223230000
1042,2004-02-27,DJI,10581.5498046875,10652.3603515625,10563.6298828125,10583.919921875,10583.919921875,200050000
1043,2004-03-01,DJI,10582.25,10695.5498046875,10582.2197265625,10678.1396484375,10678.1396484375,185030000
1044,2004-03-02,DJI,10678.3603515625,10678.3603515625,10568.8798828125,10591.48046875,10591.48046875,215580000
1045,2004-03-03,DJI,10588.58984375,10610.0,10550.1396484375,10593.1103515625,10593.1103515625,188800000
1046,2004-03-04,DJI,10593.48046875,10603.25,10562.740234375,10588.0,10588.0,161050000
1047,2004-03-05,DJI,10582.58984375,10651.330078125,10524.58984375,10595.5498046875,10595.5498046875,266500000
1048,2004-03-08,DJI,10595.3701171875,10634.2900390625,10526.8896484375,10529.48046875,10529.48046875,199300000
